Date,return_1d,hl_range,Volume,news_count_1d,news_count_7d,sentiment_mean_1d,sentiment_mean_7d,sentiment_vol_7d,Close
2025-01-30,0.04065036710645531,0.058593788562576216,2659200,0.0,0.0,0.0,0.0,0.0,2.559999942779541
2025-01-31,-0.023437478172126713,0.09200000762939453,4156700,0.0,0.0,0.0,0.0,0.0,2.5
2025-02-03,-0.08800001144409175,0.08333335947572172,4135800,0.0,0.0,0.0,0.0,0.0,2.2799999713897705
2025-02-04,0.07456143790665148,0.12244905505960707,4811700,0.0,0.0,0.0,0.0,0.0,2.450000047683716
2025-02-05,0.08163267093517002,0.15094333681274497,5444300,1.0,1.0,0.9306984264403582,0.1329569180629083,0.3517709402800471,2.6500000953674316
2025-02-06,0.12075468744405038,0.10740740829935869,11909800,0.0,1.0,0.0,0.1329569180629083,0.3517709402800471,2.9700000286102295
2025-02-07,0.057239082375865946,0.11783443045106289,12081700,1.0,2.0,0.9267960889264941,0.26535635933812174,0.45318365838067026,3.140000104904175
2025-02-10,0.06687891487659758,0.08656715525633271,12936300,0.0,2.0,0.0,0.26535635933812174,0.45318365838067026,3.3499999046325684
2025-02-11,-0.0895522271213881,0.0950819561924224,5936800,1.0,3.0,0.3593502966687083,0.31669211600508007,0.4382210083138165,3.049999952316284
2025-02-12,-0.04262291083762548,0.0921232219036776,5773800,0.0,2.0,0.0,0.18373519794217177,0.3539711065010325,2.9200000762939453
2025-02-13,-0.0034246541787590346,0.08247422764877094,5948100,2.0,4.0,0.8472884499933571,0.30477640508407994,0.41947601123021216,2.9100000858306885
2025-02-14,0.0034364227382495116,0.07500003266007847,6244300,1.0,4.0,0.9359553148970008,0.30608486593700945,0.42174776992143836,2.9200000762939453
2025-02-18,-0.06164385686785934,0.08394161250837837,5976000,0.0,3.0,0.0,0.2547491092700511,0.4358192110380363,2.740000009536743
2025-02-19,-0.036496315432303805,0.0606060003993511,3521500,1.0,4.0,-0.6671917513012886,0.15943600194129562,0.5569434488011921,2.640000104904175
2025-02-20,-0.022727340459820944,0.07364343520891752,3772000,0.0,2.0,0.0,0.038394794799387455,0.4674109652498208,2.5799999237060547
2025-02-21,-0.011627896231359958,0.10588234744132448,4242000,0.0,1.0,0.0,-0.09531310732875552,0.2521747786766949,2.549999952316284
